BugStationID,Latitude,Longitude,Year,Med_IBI_Score,Med_IBI_Threshold,Index_Nar,DistCat_Tt,Med_TotTaxSc,Med_PlecTaxSc,Med_ChirPctSc,Med_NonInsPctSc,Med_ClingPctSc,Med_IntolPctSc,Med_TolerTaxSc,Med_NOx_mgL,Med_TP_mgL,Med_TKN_mgL,Med_NO3_mgL,Med_TN_mgL,Med_NO2_mgL,Med_Chla_uncorr,Med_NH3_mgL,Med_PO4_mgL
02-ISR,44.48792,-71.56961,2015,54.45328477,64.5,Below_Threshold,Ref,85.66098434,27.34107997,60.47548291,89.15304606,52.14730672,10.54372424,55.85136917,0.0735,0.0138,0.1825,0.051,,0.004,,,
02-ISR,44.48792,-71.56961,2016,61.67428639,64.5,Below_Threshold,Ref,81.50857551,22.56495808,81.32780083,95.53941909,78.73290465,11.85925922,60.18708736,0.067,0.0131,0.038,0.063,,0.004,,,
02-ISR,44.48792,-71.56961,2017,69.40100879,64.5,Above_Threshold,Ref,74.83493099,41.76772794,87.85046729,98.69158879,66.38872972,24.80749629,91.4661205,0.0825,0.0116,0.08,0.065,,0.002,,,
02-ISR,44.48792,-71.56961,2018,70.18210752,64.5,Above_Threshold,Ref,78.55566445,22.47406675,91.70437406,98.03921569,88.80768115,11.69375058,100,0.087,0.0131,0.08,0.083,,0.002,,,
02-JHN,44.407378,-71.631755,2011,78.24962314,64.5,Above_Threshold,Non-Ref,99.95229603,85.38558939,85.94674556,96.30177515,70.68066102,31.49079769,77.98949715,0.23,0.0735,0.285,0.21,,0.005,,,
02-MNB,42.907497,-71.28812,2012,60.81691279,59,Above_Threshold,Non-Ref,55.81395349,22.72727273,83.33333333,99.52380952,84.0632236,12.5148614,67.74193548,0.084,0.02425,0.47,0.079,,0.005,,,
02-SHK,42.866826,-72.188227,2018,70.73190383,63.68,Above_Threshold,Non-Ref,91.08006326,87.77428863,81.06508876,96.44970414,42.74199265,39.91426209,56.09792727,0.002,0.0208,0.37,0.003,,0.002,,,
02-WIL,43.29209,-70.9708,2011,33.66728114,59,Below_Threshold,Non-Ref,60.46511628,22.72727273,38.8252149,69.62750716,5.90633462,2.635651326,35.48387097,0.47,0.042,0.38,0.47,,0.005,,,
02E-NSR,43.41573,-72.18037,2013,57.50936891,64.5,Below_Threshold,Non-Ref,70.35092018,29.51593861,65.10695187,99.73262032,61.616036,12.64871018,63.5944052,0.011,0.0123,0.1625,0.011,,0.004,1.425,,
02E-NSR,43.41573,-72.18037,2014,62.86191272,64.5,Below_Threshold,Non-Ref,66.29326241,19.62308018,82.55902513,99.69535415,81.23352586,11.10896493,79.52017636,0.055,0.0103,0.31,0.052,,0.004,,,
02E-NSR,43.41573,-72.18037,2015,72.66666534,64.5,Above_Threshold,Non-Ref,69.40488771,43.75547929,92.86871961,100,89.77491168,35.99290365,76.86975547,0.0605,0.009475,0.315,0.057,,0.004,,,
02E-NSR,43.41573,-72.18037,2016,77.27179485,64.5,Above_Threshold,Non-Ref,90.52431971,39.81177649,90.1660281,99.23371648,83.56756552,70.15035335,67.4488043,0.0375,0.00997,0.164,0.06,,0.004,,,
02E-NSR,43.41573,-72.18037,2017,82.07523445,64.5,Above_Threshold,Non-Ref,70.78841653,70.97267059,93.49693252,100,90.66265451,59.0117943,89.59417274,0.064,0.01235,0.08,0.05,,0.002,,,
02E-NSR,43.41573,-72.18037,2018,71.39087278,64.5,Above_Threshold,Non-Ref,74.37570554,22.72727273,97.05882353,99.70588235,86.12112921,65.31653397,54.43076214,0.065,0.01194,0.08,0.0605,,0.002,,,
02H-PBD,44.359787,-71.185503,2010,64.16775284,68.25,Below_Threshold,Ref,73.28932585,67.9980397,50.33112583,98.67549669,45.03684621,45.25241274,68.5910229,0.065,7.00E-04,0.07,0.063,,0.005,,,
02H-PBD,44.359787,-71.185503,2014,72.7183901,68.25,Above_Threshold,Ref,52.5376881,76.18022044,80.72727273,100,82.90089051,32.81169116,83.87096774,0.0865,5.00E-04,,0.0855,,0.004,,,
03-AMM,44.154745,-71.981903,2013,56.2645468,62.46,Below_Threshold,Non-Ref,78.28701267,42.61363636,100,100,0,0,72.95117856,0.054,0.008835,0.015,0.052,,0.004,,,
03-AMM,44.154745,-71.981903,2014,74.73961251,62.46,Above_Threshold,Non-Ref,62.8699583,46.19614726,92.2513089,99.89528796,69.4021673,52.56241787,100,0.1065,0.0111,0.83,0.068,0.27,0.004,,,
03-AMM,44.154745,-71.981903,2015,67.84252722,62.46,Above_Threshold,Non-Ref,84.93780174,32.69767481,78.42069435,99.72770592,64.04379732,36.94397308,78.12604331,0.011,0.0161,0.27,0.058,,0.004,0.8,,
03-AMM,44.154745,-71.981903,2016,67.01607675,62.46,Above_Threshold,Non-Ref,74.5833617,44.91752445,75.7864633,98.18875119,65.0977373,46.09859337,64.44010595,0.0305,0.01595,0.164,0.011,,0.004,,,
03-AMM,44.154745,-71.981903,2018,66.68611755,62.46,Above_Threshold,Non-Ref,68.30958835,17.0740064,81.67379352,100,75.74573712,39.89542102,84.10427647,0.089,0.009335,0.08,0.0865,,0.002,,,
03-AMY,43.192231,-71.821194,2018,68.66898396,61.7,Above_Threshold,Ref,128.3071079,67.75541179,71.94092827,99.05063291,45.82920759,38.9505259,57.15618123,0.12,0.0152,0.27,0.11,,0.002,,,
03-BMB,43.154466,-72.403736,2012,35.02311642,61.75,Below_Threshold,Non-Ref,13.95348837,0,23.07692308,100,8.13140348,0,100,0.7,0.0875,0.66,0.69,,0.005,,,
03-BRT,43.357107,-71.602709,2013,76.01399614,61.75,Above_Threshold,Non-Ref,51.1627907,68.18181818,98.33333333,100,96.89922481,17.52080596,100,0.0325,0.0112,0.265,,,,,,
03-HAM,44.214459,-71.751172,2014,78.39695875,64.5,Above_Threshold,Ref,86.87389319,111.6373773,76.35726795,99.82486865,72.38515567,28.99678044,84.34074538,0.089,0.00836,,0.112,,0.004,0.7,,
03-MLN,42.740937,-71.963803,2013,59.43196762,64.48,Below_Threshold,Non-Ref,65.11627907,22.72727273,87.86407767,97.57281553,76.45887641,14.67154868,51.61290323,0.011,0.0284,0.4,,,,,,
03-PIS,43.068981,-70.961932,2017,53.30618516,59,Below_Threshold,Non-Ref,80.39088254,45.13344907,71.92513369,66.84491979,31.93858747,25.29742037,51.61290323,0.11,0.0371,0.55,0.093,,0.002,,,
03-SSR,43.326348,-72.174182,2018,74.01342727,64.5,Above_Threshold,Non-Ref,94.89453874,48.39467375,77.69718948,99.45602901,67.66094392,47.05837502,82.932241,0.25,0.0082,0.08,0.25,,0.002,,,
03-SWF,43.998707,-71.226876,2010,53.54102786,64.5,Below_Threshold,Ref,69.88832701,56.20740993,49.32735426,95.73991031,33.18196039,24.15985575,46.28237737,0.081,7.00E-04,0.07,0.08,,0.005,,,
03M-01,42.85176,-71.548449,2003,55.58584304,59,Below_Threshold,Non-Ref,48.64778504,22.72727273,97.94520548,87.67123288,12.30849431,19.80091084,100,,0.076,,,,,,,
03M-03,42.85176,-71.548449,2003,51.52330935,59,Below_Threshold,Non-Ref,46.44215182,22.72727227,100,95.20547945,10.86043616,12.60057963,72.8272461,,0.076,,,,,,,
03P-JHN,44.375767,-71.620975,2014,75.2470311,64.5,Above_Threshold,Non-Ref,77.41174559,54.35535722,81.80873181,98.02494802,78.67682286,40.15943569,96.29217649,0.084,0.0737,0.61,0.08,,0.004,3.43,,
03T-JHN,44.374967,-71.61986,2014,66.15110393,64.5,Above_Threshold,Non-Ref,63.45251697,48.6329245,65.89087148,99.66382208,65.85238241,24.8064165,94.75879354,0.0685,0.04905,0.52,0.0455,,0.004,2.925,,
04-COB,43.830623,-71.032876,2018,81.49006508,67.1,Above_Threshold,Ref,89.12211875,90.90909091,82.35294118,100,68.87777066,55.29756631,83.87096774,0.065,0.0155,0.08,0.062,,0.002,,,
04-FHC,43.21148,-70.8491,2011,52.05966191,59,Below_Threshold,Non-Ref,114.4241903,21.2404418,61.59292035,89.38053097,46.39937136,11.62885351,34.1755154,0.16,0.053,0.27,0.16,,0.005,,,
04-GTK,42.81827,-71.649835,2012,50.54215401,59,Below_Threshold,Non-Ref,58.45826472,0,84.53689168,97.566719,57.5836124,16.70940286,38.94018739,0.082,0.029,0.4,0.074,,0.005,,,
04-MWB,42.915061,-72.236787,2016,68.36134898,63.56,Above_Threshold,Non-Ref,107.8302386,59.49423184,87.18592965,96.98492462,83.66356093,30.37526661,20.82552923,0.25,0.0139,0.3,0.25,,0.004,,,
04-PFB,43.555392,-71.363936,2013,70.92126831,65.18,Above_Threshold,Non-Ref,106.0638485,89.57219251,79.78142077,95.6284153,69.02806178,43.08394907,19.35483871,0.011,0.0105,0.015,,,,,,
04-SBB,44.683612,-71.53481,2013,89.22459484,66.08,Above_Threshold,Non-Ref,93.19294922,122.644255,98.1042654,100,99.36241062,50.02978952,83.88274912,0.082,0.009445,0.015,0.0795,,0.004,,,
04-SBB,44.683612,-71.53481,2014,93.06765503,66.08,Above_Threshold,Non-Ref,89.83083882,123.7680647,96.05988968,100,84.05013353,95.68099707,85.85172609,0.1695,0.00658,,0.011,,0.004,,,
04-SBB,44.683612,-71.53481,2015,73.62796324,66.08,Above_Threshold,Non-Ref,69.5786254,54.93788432,88.94601542,99.22879177,72.14791546,48.30607812,82.2504322,0.115,0.009125,0.1475,0.12,,0.004,,,
04-SBB,44.683612,-71.53481,2016,79.15947502,66.08,Above_Threshold,Non-Ref,67.39000531,61.83098687,99.14821124,99.6592845,102.2866836,51.48788803,74.5999492,0.1135,0.00944,0.038,0.1105,,0.004,,,
04-SBB,44.683612,-71.53481,2017,78.41306861,66.08,Above_Threshold,Non-Ref,72.90082671,62.08243854,91.1131899,99.62581852,91.56766613,44.86735857,86.73418187,0.082,0.0103,0.08,0.079,,0.002,,,
04-SBB,44.683612,-71.53481,2018,89.46898966,66.08,Above_Threshold,Non-Ref,109.8216982,89.78516724,95.83333333,99.34895833,92.76999648,63.90645532,84.6390169,0.0835,0.008955,0.165,0.081,,0.002,,,
04-SNY,43.851458,-71.091383,2016,63.08622867,65.77,Below_Threshold,Ref,75.35435504,37.56574005,73.68421053,98.76819709,25.80559626,58.12473421,72.3007675,0.011,0.0246,0.038,0.011,,0.004,,,
04-TKR,43.169395,-71.533356,2017,67.05177885,60.38,Above_Threshold,Non-Ref,92.89782153,65.06934328,80.68669528,78.39771102,66.99392367,29.5146624,55.80229477,0.18,0.0357,0.49,0.17,,0.002,,,
05-ACA,43.365527,-71.437697,2011,71.16091614,61.36,Above_Threshold,Non-Ref,103.1987203,81.17046129,74.96062992,95.7480315,63.09200779,43.25017848,39.90510399,0.002,0.023,0.36,0.003,,0.005,,,
05-BLB,43.11183,-72.3999,2011,74.06953431,61.75,Above_Threshold,Non-Ref,113.8301811,103.2741197,70.91412742,91.41274238,53.58617418,50.96079295,51.61290323,0.11,0.0073,0.015,0.11,,0.005,,,
05-BLD,43.56056,-72.262031,2010,64.05577113,64.5,Below_Threshold,Non-Ref,74.41860465,45.45454545,87.42857143,64.57142857,90.00302024,18.7722921,67.74193548,0.17,0.0285,0.07,0.19,,0.005,,,
05-BLD,43.56056,-72.262031,2011,65.57892795,64.5,Above_Threshold,Non-Ref,75.68322998,78.49546132,41.12903226,99.7311828,40.91932074,39.20986817,83.88440035,0.16,0.019,0.015,0.155,,0.005,,,
05-BLD,43.56056,-72.262031,2012,62.04022985,64.5,Below_Threshold,Non-Ref,43.97463,0,89.38547486,99.72067039,83.56266314,32.30092718,85.3372434,0.23,0.031,0.015,0.22,,0.005,,,
05-NWL,44.68702,-71.2262,2013,93.29549161,72,Above_Threshold,Ref,96.70655749,158.9144147,94.33399602,100,78.07278948,102.6691363,83.95509831,0.0365,0.0127,0.1825,0.0335,,0.004,,,
05-NWL,44.68702,-71.2262,2014,91.27225388,72,Above_Threshold,Ref,106.9767442,113.6363636,94.68085106,98.93617021,77.59435023,99.95247015,67.74193548,0.088,0.0094,0.29,0.011,,0.004,,,
05-NWL,44.68702,-71.2262,2015,88.52713346,72,Above_Threshold,Ref,93.02325581,113.6363636,85.19855596,99.27797834,62.96700529,79.22313885,100,0.1135,0.01225,0.1625,0.24,,0.004,,,
05-NWL,44.68702,-71.2262,2016,66.72957706,72,Below_Threshold,Ref,59.35769647,22.72727273,81.65137615,99.3883792,62.39049337,41.59182148,100,0.18,0.00918,0.038,0.18,,0.004,,,
05-NWL,44.68702,-71.2262,2017,86.11162489,72,Above_Threshold,Ref,88.37209302,136.3636364,95.43378995,100,61.30112852,73.80339496,83.87096774,0.0775,0.01105,0.08,0.073,,0.002,,,
05-NWL,44.68702,-71.2262,2018,85.29778885,72,Above_Threshold,Ref,93.02325581,113.6363636,94.06779661,98.30508475,55.98953668,71.82788035,83.87096774,0.1005,0.009005,0.185,0.099,,0.002,,,
05-OVB,44.028235,-71.979341,2013,79.0131103,64.5,Above_Threshold,Non-Ref,121.075811,109.9258281,82.33670653,98.25206992,62.91925913,49.56437748,60.01935905,0.0725,0.01238,,,,,,,
05-SMS,44.868168,-71.503934,2013,84.70908293,72,Above_Threshold,Non-Ref,97.45066534,93.1032239,87.09677419,99.35483871,86.4761645,43.91505235,85.56686151,0.0855,0.00643,0.1425,0.0805,,0.004,,,
05-SMS,44.868168,-71.503934,2016,80.23202479,72,Above_Threshold,Non-Ref,113.3349859,75.77621689,91.38943249,98.8258317,90.8139328,34.97303733,69.84572231,0.0895,0.00691,0.038,0.0855,,0.004,,,
05-SMS,44.868168,-71.503934,2017,83.06033239,72,Above_Threshold,Non-Ref,90.56735372,78.69611478,93.64864865,99.86486486,93.06611051,34.18332919,91.39590503,0.072,0.00914,0.08,0.068,,0.002,,,
05-SMS,44.868168,-71.503934,2018,71.36765845,72,Below_Threshold,Non-Ref,74.1989397,35.52508624,89.65835642,100,89.99353842,30.57647577,79.62121258,0.103,0.00977,0.08,0.1015,,0.002,,,
05-SOP,42.9431,-71.7283,2010,72.55793459,60.87,Above_Threshold,Non-Ref,75.36189166,39.49194638,78.26086957,99.58592133,76.38132006,65.83905344,72.98453967,0.06,0.017,0.07,0.0355,,0.0045,,,
05-STI,43.812986,-71.809362,2017,89.28555072,64.5,Above_Threshold,Non-Ref,87.38909171,138.9203498,88.47402597,98.37662338,85.11572994,77.8623479,87.78103617,0.054,0.00536,0.08,0.003,,0.002,,,
05-UAM,44.625283,-71.469672,2014,74.95265394,64.5,Above_Threshold,Non-Ref,83.08150239,85.36222167,71.69811321,99.82847341,71.07655598,28.17453788,85.44717307,0.094,0.0101,0.72,0.091,,0.004,,,
05M-300,44.053147,-71.647829,2005,70.11698462,68.25,Above_Threshold,Ref,74.41860465,68.18181818,68.49315068,95.89041096,62.9905297,53.10244271,67.74193548,,0.005,,,,,,0.05,
05M-301,44.051413,-71.624409,2005,69.42913013,72,Below_Threshold,Not_Eval,109.8997095,123.8828609,55.20361991,90.27149321,36.59131566,52.32457888,51.61290323,,0.006,,,,,,0.05,
05M-302,44.05153,-71.64059,2005,78.79018167,72,Above_Threshold,Non-Ref,73.41135153,86.10450077,77.01612903,94.75806452,54.98533724,90.07672417,75.17916442,,0.005,,,,,,0.05,
05M-303,44.045905,-71.652302,2005,55.37431731,69.53,Below_Threshold,Not_Eval,75.07166335,45.33557831,38.52459016,89.3442623,19.92860361,35.54425799,83.87126547,,0.024,,,,,,0.05,
05M-304,44.047697,-71.61933,2005,69.14632786,72,Below_Threshold,Not_Eval,97.84607806,114.5162478,54.94027422,91.71825704,37.24444821,55.20099451,56.55376686,,0.007,,,,,,0.05,
05P-402,43.368981,-71.03851,2005,57.32854414,59.72,Below_Threshold,Non-Ref,57.57385292,42.997543,77.27272727,75.13368984,36.7435077,54.4597244,57.11876385,,0.026,0.4,,,,,0.05,
05P-406,43.388341,-71.069157,2005,55.68297401,59.99,Below_Threshold,Non-Ref,44.46748379,22.72727141,86.71875,100,25.60121564,10.26609724,100,,0.0185,0.4,,,,,0.05,
06-EBS,44.121906,-71.130312,2013,84.33411026,68.25,Above_Threshold,Non-Ref,79.06976744,181.8181818,87.45980707,99.35691318,67.97957893,88.73076972,67.74193548,0.011,0.002985,,0.011,,0.004,,,
06-EBS,44.121906,-71.130312,2014,82.90561406,68.25,Above_Threshold,Non-Ref,82.4374306,178.2707534,80.0804829,100,77.63281592,40.188569,100,0.011,0.002875,,0.011,,0.004,,,
06-EBS,44.121906,-71.130312,2015,69.51233139,68.25,Above_Threshold,Non-Ref,55.22356253,65.31592819,83.24496288,99.89395546,83.84917014,23.13192303,75.92681753,0.011,0.006835,0.015,0.011,,0.004,,,
06-EBS,44.121906,-71.130312,2016,62.07756203,68.25,Below_Threshold,Non-Ref,86.93554924,44.58041958,74.97048406,100,48.673218,27.15000923,52.23325413,0.011,0.001,0.038,0.011,,0.004,,,
06-EBS,44.121906,-71.130312,2017,88.0613822,68.25,Above_Threshold,Non-Ref,86.28809967,123.1856379,94.90616622,99.46380697,84.16983602,64.82228477,86.77948176,0.002,0.00064,0.08,0.003,,0.002,,,
06-EBS,44.121906,-71.130312,2018,68.23038232,68.25,Below_Threshold,Non-Ref,55.00663295,58.94537276,74.7826087,100,72.87959765,31.34156594,84.65689827,0.002,0.0081,0.08,0.003,,0.002,,,
06-HEW,43.773534,-72.183565,2015,69.10529189,64.5,Above_Threshold,Non-Ref,91.24840622,68.73742616,53.15533981,98.78640777,46.43978735,41.46307235,83.90660357,0.13,0.00752,0.015,0.099,,0.004,,,
06-PFB,43.54959,-71.359506,2013,72.53058073,65.1,Above_Threshold,Non-Ref,81.81339783,44.57483786,72.75747508,98.96640827,65.32137414,71.35411285,72.92645905,0.011,0.0106,0.1325,,,,,,
06-SBR,43.818757,-71.930494,2013,57.70796088,64.5,Below_Threshold,Non-Ref,70.4927427,55.86883126,100,100,0,0,77.59415223,0.011,0.00833,0.1525,0.011,,0.004,,,
06-SBR,43.818757,-71.930494,2014,77.3656168,64.5,Above_Threshold,Non-Ref,81.28639759,56.30171086,91.54228856,99.66832504,87.12603298,39.66152592,85.97303662,0.081,0.0064,,0.074,,0.004,,,
06-SBR,43.818757,-71.930494,2015,74.88516518,64.5,Above_Threshold,Non-Ref,79.06976744,68.18181818,89.78494624,97.31182796,85.24858487,52.98630834,51.61290323,0.0985,0.00934,0.1475,0.095,,0.004,,,
06-SBR,43.818757,-71.930494,2016,87.94205935,64.5,Above_Threshold,Non-Ref,116.2790698,113.6363636,97.98994975,100,89.77232887,60.09020134,67.74193548,0.011,0.0168,0.395,0.011,,0.004,,,
06-SBR,43.818757,-71.930494,2017,77.10112483,64.5,Above_Threshold,Non-Ref,75.22677116,45.45454545,91.08146067,99.71910112,85.66524931,58.68977838,83.87096774,0.0845,0.00721,0.08,0.063,,0.002,,,
06-SBR,43.818757,-71.930494,2018,74.68601338,64.5,Above_Threshold,Non-Ref,85.8747906,57.78120185,80.16344725,100,76.17904746,55.06167102,67.74193548,0.0635,0.008825,0.08,0.061,,0.002,,,
06A-BVR,42.7742,-71.35,2012,59.94765434,59,Above_Threshold,Non-Ref,70.71898577,22.72727273,77.27272727,97.84688995,67.26888334,16.03279492,67.7660264,0.27,0.017,0.4,0.27,,0.005,,,
06c-101,43.174452,-72.33519,2006,40.30736087,64.5,Below_Threshold,Non-Ref,46.32269062,37.3577195,22.37330037,91.223733,8.754576553,10.07067339,66.04883265,0.48,0.042,0.34,0.51,,,2.66,0.11,0.0325
06c-17,43.69083,-72.26794,2011,64.28466778,63.35,Above_Threshold,Non-Ref,80.81140769,90.90909091,40.17699115,97.52212389,33.67696309,23.02512995,83.87096774,0.087,0.00765,0.015,0.086,,0.005,,,
06M-101,42.8912,-71.3113,2006,49.61836374,59,Below_Threshold,Non-Ref,76.0080868,0,72.19387755,98.46938776,59.326056,2.681756014,38.64938203,0.15,0.016,0.4,,,,4.69,,
06m-102,43.376436,-71.666863,2006,73.5607421,61.75,Above_Threshold,Non-Ref,98.62167814,64.0058059,76.81498829,97.89227166,72.04004535,35.69812923,69.85227615,,0.013,0.3,,,,10.93,,
06m-103,42.7828,-71.6036,2006,69.6242741,59,Above_Threshold,Non-Ref,79.06976744,31.96459849,76.47058824,99.11764706,75.03212702,57.97325501,67.74193548,0.23,0.016,0.37,,,,2.32,0.05,
06m-104,42.899787,-71.93693,2006,67.08433798,62.9,Above_Threshold,Non-Ref,96.17090117,45.37129537,83.26612903,97.17741935,73.74002592,25.69835954,48.16623547,0.22,0.03,0.31,,,,,,0.011
06m-105,43.255144,-71.454679,2006,60.78715793,60.65,Above_Threshold,Non-Ref,59.8448391,39.18205758,67.10439921,100,67.32567163,7.765294827,84.28784315,0.24,0.019,0.3,,,,1.78,,
06m-11,43.26778,-71.9674,2008,73.84607938,64.5,Above_Threshold,Non-Ref,83.33498711,70.372298,65.64996369,99.78213508,57.49852991,53.82208366,86.46255822,0.12,0.012,0.33,,,,,,0.005
06p-101,42.9843,-71.0398,2006,51.49714169,59,Below_Threshold,Non-Ref,104.0456071,21.74649251,56.81293303,98.26789838,54.19683705,9.104344897,20.35148597,0.12,0.029,0.4,,,,1.45,0.05,
06p-102,43.07088,-70.774118,2006,55.37592139,59,Below_Threshold,Non-Ref,38.21755287,0,98.94957983,95.79831933,100.82257,0,54.6659977,0.295,0.053,0.6,,,,3.44,0.1,0.01
06P-SBA,42.861633,-72.204996,2011,79.40588158,63.73,Above_Threshold,Non-Ref,74.41860465,68.18181818,91.80327869,99.72677596,87.36815351,66.60060461,67.74193548,0.0855,0.037,0.31,0.0785,,0.005,,,
